,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
13990,3163994,Volkswagen,Golf,9.738023112808596,9.653151028272594,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2316,3099598,Ford,Kuga,10.238172478583245,10.269130636011225,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3134,3103886,Volkswagen,Passat,9.849559210510572,9.769787515005083,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16688,3168465,Opel,Crossland X,10.239959789157341,10.464698007523289,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3012,3103217,Toyota,Aqua,9.388486557359657,9.521158421080619,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
12514,3161042,Volkswagen,Golf,9.764225485202621,9.667322186460222,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6603,3138983,Dacia,Duster,9.648595302907339,9.724472431269021,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
10483,3156807,Land,ROVER Range Rover Sport,11.40750939221358,11.130657284465693,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
13382,3162800,Hyundai,i10,9.468464892185638,9.600663367206616,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
17301,3169485,Toyota,Corolla,10.239781201782993,10.205268477904186,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
10923,3157744,Audi,Q5,10.621205387030278,10.406279541815454,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2649,3101365,Skoda,Octavia,9.47231994707559,9.540850418023416,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
15992,3167382,Seat,Ateca,10.370361288772935,10.253678025987078,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4846,3133801,Peugeot,5008,10.517320926376348,10.35766218247128,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
847,3093495,Peugeot,208,10.299911915992144,10.366243361488957,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
8133,3151533,Nissan,Qashqai,10.239781201782993,10.136797655894918,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
13560,3163170,Audi,A5,10.404111313817522,10.434739300285509,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
11257,3158389,Kia,Sportage,9.764225485202621,9.778091361653178,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6698,3139326,Mercedes-benz,E Class,11.774905040069637,10.826620863045818,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3234,3104311,Seat,Ateca,10.542706391070517,10.581219105939239,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
9836,3155481,Bmw,3 Series,10.75577295443437,10.666075699960748,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6666,3139163,Toyota,Corolla,10.163926888594034,10.145134137295008,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7319,3141204,Toyota,Yaris,8.740336742730447,8.627121140430377,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
17436,3169695,Mitsubishi,Outlander,10.04107321548869,9.943640521416691,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16740,3168545,Hyundai,i30,8.85366542803745,9.066088373526432,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16229,3167783,Toyota,Aqua,9.5450252980233,9.42783253751433,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6956,3140136,Bmw,X1,9.898475010712584,10.016722632958178,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
15613,3166810,Audi,A1,9.468851067127684,9.53020279576587,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
9606,3154938,Seat,Arona,9.795345393916424,9.90371624565182,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
130,3085207,Honda,Jazz,9.680031452383618,9.784537814580604,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
