,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
3155,3103995,Opel,Corsa,10.286877452992435,9.936340255296095,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
17246,3169408,Nissan,Qashqai,9.453286550586572,9.499636247614902,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
7665,3150382,Mercedes-benz,GLC Class,10.570034051298894,10.77292887301995,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
7443,3149832,Volkswagen,Touareg,8.507142855562735,8.96370570179361,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2288,3099466,Citroen,Berlingo,9.67721410821299,9.531021782869567,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
1796,3096499,Opel,Mokka,9.546455401949554,10.107650465762262,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4156,3109386,Nissan,Qashqai,9.491752831414368,9.830711276350655,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13142,3162290,Hyundai,i30,10.292145542327912,10.1418298655077,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9598,3154921,Kia,Sportage,9.88837391472608,10.00589614134106,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3651,3106669,Skoda,Karoq,10.388995368317829,10.283006074269153,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2200,3098894,Nissan,Qashqai,10.188478507176418,10.071629066512955,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
375,3086704,Hyundai,ix35,9.28266103355581,9.17712406580966,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3897,3107906,Ford,Focus,9.795345393916424,9.652917255146576,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
7414,3150300,Audi,A3,10.570034051298894,10.25218368437578,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4098,3109107,Audi,Q3,9.851931065621725,9.839948551808545,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11811,3159728,Bmw,2 Series,10.271596874100524,10.314463110858167,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11454,3158998,Volkswagen,Passat,9.78131991856192,9.84626693197494,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13135,3162278,Seat,Leon,9.735068900911164,10.05399759776464,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
14366,3164666,Opel,Corsa,9.2093398716426,9.446483536917247,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2337,3099739,Seat,Arona,10.104385494903019,10.197661180394224,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
43,3084657,Mazda,Mazda2,9.643744848773588,9.62986843999788,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
5653,3136270,Hyundai,Tucson,9.90323752128092,9.826784984100463,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2716,3101709,Seat,Ibiza,8.980927207648378,9.158703229066468,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10192,3156177,Volkswagen,Golf,9.737728084041152,9.828186488478547,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16689,3168467,Opel,Corsa,10.043249494911286,10.071106072498514,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13252,3162479,Volkswagen,Passat,10.124629101179664,10.395776906462002,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3431,3105266,Volkswagen,Polo,9.371608519572305,9.224541387455089,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13721,3163455,Audi,A1,9.6614159913364,9.520418039447925,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3294,3104543,Nissan,Qashqai,9.546455401949554,9.508242881992793,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3407,3105157,Toyota,Corolla,8.229511118964457,8.37410208152631,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13830,3163641,Volkswagen,Golf,9.927936232938437,9.863783305779698,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
17049,3169098,Kia,Sportage,10.432349538788218,10.289683061603327,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
12956,3161952,Mitsubishi,Outlander,10.083723602839061,10.121063894143951,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11288,3158536,Skoda,Octavia,10.12643108384767,10.088933956125125,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
913,3090608,Bmw,5 Series,9.90098442231801,9.626649641954323,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
1988,3097720,Volkswagen,Polo,9.53892443574839,9.348941593128414,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9151,3153896,Peugeot,208,9.099408811268901,9.23952236718223,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13685,3163394,Toyota,C-HR,9.923045051751659,10.01812946671249,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
6753,3139492,Volkswagen,Golf,8.980927207648378,8.909866363003852,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13331,3162641,Volkswagen,Polo,9.849559210510572,9.713250655331402,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
1643,3095388,Bmw,X5,11.580116714510552,11.358821594006196,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8987,3153472,Volkswagen,Polo,9.578449693540579,9.286153554892703,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4188,3109658,Kia,Ceed,10.382822509210747,10.231319866314433,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16283,3167865,Volkswagen,Passat,9.996522418503318,9.553640935272178,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8754,3152968,Renault,Captur,9.629050706834368,9.619615773512312,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11830,3159760,Mercedes-benz,CLA Class,10.620009404412524,10.655743070283306,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
6781,3139588,Toyota,Yaris,9.185022563991893,9.381835508229285,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15748,3167022,Peugeot,3008,10.461673747661957,10.561764419708394,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
1805,3096535,Mercedes-benz,C Class,9.159047077588632,9.240311091754933,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15121,3165928,Kia,Sportage,9.648595302907339,9.328418464846429,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10690,3157257,Mitsubishi,Outlander,9.996522418503318,10.127566779651552,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
